,COUNTRYNAME,YEAR,"Agriculture, forestry, and fishing, value added (% of GDP)",GDP (current US$),"Industry (including construction), value added (% of GDP)","Inflation, GDP deflator (annual %)","Population, total","Services, value added (% of GDP)","Stocks traded, total value (% of GDP)",Tax revenue (% of GDP),Trade (% of GDP),"Agriculture, forestry, and fishing, value added (% of GDP)(current US$)","Industry (including construction), value added (% of GDP)(current US$)","Services, value added (% of GDP)(current US$)","Stocks traded, total value (% of GDP)(current US$)",Tax revenue (% of GDP)(current US$),Trade (% of GDP)(current US$),GDP per Capita,GDP Growth
553,Spain,2003,3.420777567,907963000000.0,27.41443384,4.003965725,42187645.0,59.88329141,68.09965739,,53.43578972,3105939462066.021,24891291592667.92,54371812918497.83,61831969222796.57,,48517719941540.36,21522.011953973728,28.073682042717408
554,Spain,2004,3.11780936,1069830000000.0,26.96745223,3.911665762,42921895.0,60.1262239,80.47482936,14.63597265,54.47951827,3335525987608.8,28850589419220.9,64324838114937.0,86094386694208.8,15658002620149.5,58283823030794.1,24925.041170712524,17.827488565062666
555,Spain,2005,2.758365818,1154670000000.0,27.13177793,4.212923406,43653155.0,59.86432818,84.99747901,15.45788161,54.6991667,3185002259070.06,31328250022433.098,69123543819600.6,98144039088476.7,17848752158618.7,63159486813489.0,26451.009096593363,7.9302319060037485
556,Spain,2006,2.400753849,1261850000000.0,26.8985528,4.072488821,44397319.0,60.08213131,118.7548361,15.84276639,56.08392638,3029391244360.65,33941938850680.0,75814637393523.5,149850789932785.0,19991194769221.5,70769502502603.0,28421.7612329249,9.282305767015675
557,Spain,2007,2.494661456,1476750000000.0,26.26693555,3.561234098,45226803.0,61.35070498,154.2848515,16.39473579,57.62694877,3683991305148.0005,38789697073462.5,90599653579215.0,227840154452625.0,24210926077882.496,85100596596097.5,32652.097916361676,17.030550382375086
558,Spain,2008,2.353671955,1636120000000.0,26.18694896,2.452043654,45954106.0,63.62717002,105.5622403,12.77318524,55.82813152,3850889759014.5996,42844990932435.195,104101685413122.4,172712492599636.0,20898463834868.8,91341522542502.4,35603.34739185221,10.791941764008794
559,Spain,2009,2.249601581,1496590000000.0,24.78215081,0.231283092,46362946.0,66.68459166,85.39476325,10.18928415,46.83669,3366731230108.7896,37088719080737.9,99799493032439.39,127800948732317.5,15249180766048.5,70095321887099.99,32279.87281049828,-8.528103073124216
560,Spain,2010,2.417408984,1427990000000.0,22.98594897,0.292837731,46576897.0,66.48362105,96.23823181,12.35525394,52.69336997,3452035855062.16,32823705269670.297,94937946023189.5,137427232642361.9,17643179073780.6,75245605383460.3,30658.76200383207,-4.583753733487461
561,Spain,2011,2.362518598,1487570000000.0,21.88717027,-0.145958772,46742697.0,67.9189475,75.80102491,11.82569314,58.51182289,3514411790826.86,32558697878543.9,101034188732575.0,112759330625368.69,17591546344269.8,87040432376477.3,31824.650597290096,4.172298125337015
562,Spain,2012,2.397766718,1330990000000.0,20.79927488,-0.202954992,46773055.0,68.79814356,64.94264534,11.70629481,60.5540347,3191403523990.8203,27683626872531.2,91569641096924.4,86438011521086.6,15580961329161.898,80596814645353.0,28456.340942450734,-10.52589121856451
563,Spain,2013,2.609462079,1362190000000.0,20.0279432,0.438175033,46604197.0,68.78161404,67.16871557,13.54465257,61.66877264,3554583149393.0103,27281863947608.0,93693626829147.6,91496552662298.3,18450390284328.3,84004585402481.6,29228.91258055578,2.3441197905318623
564,Spain,2014,2.526976781,1380240000000.0,19.86959899,-0.220686797,46460733.0,68.70443111,71.85114129,14.04823528,63.39926214,3487834432207.44,27424815309957.6,94828603995266.4,99171819254109.6,19389936262867.2,87506197576113.6,29707.667332756027,1.3250721265021692
565,Spain,2015,2.723270463,1206160000000.0,19.92306221,0.552441816,46422303.0,68.23078027,81.1163158,14.0820817,63.58204122,3284699901652.08,24030400715213.6,82297237930463.2,97839255465328.0,16985243663272.0,76690114837915.2,25982.33870473854,-12.612299310264884
566,Spain,2016,2.81522075,1243020000000.0,19.79372502,0.37218254,46458139.0,68.16843238,51.99411533,13.68383933,63.18867785,3499375696665.0,24603996074360.4,84734724816987.6,64629725237496.6,17009285963976.6,78544790341107.0,26755.699361956795,3.0559793062280294
567,Spain,2017,2.803446767,1321750000000.0,19.9047199,1.257944318,46571232.0,67.98416101,55.55874623,13.6257034,66.16744614,3705455764282.25,26309063527825.0,89858064814967.48,73434772829502.5,18009773468950.0,87456821935545.0,28381.25476259679,6.333767759167186
568,Spain,2018,2.701282546,1431640000000.0,19.73857438,1.187354702,46782011.0,68.12079097,43.56470524,14.12549617,67.0094104,3867264144155.44,28258532625383.2,97524449184290.8,62368974609793.6,20222625336818.8,95933352305055.98,30602.36123667279,8.3139776811046
569,Spain,2019,2.51980123,1403500000000.0,19.97790558,1.428671237,47118501.0,68.27033365,35.63845225,13.65802299,66.36622504,3536541026305.0,28038990481530.004,95817413277775.0,50018567732875.0,19169035266465.0,93144996843640.0,29786.601233345686,-1.9655779385879146
570,Spain,2020,2.784680317,1289780000000.0,20.11939278,1.133914542,47359424.0,68.39518462,37.94227032,13.44625554,59.44612801,3591624979260.26,25949590419788.4,88214741219183.6,48937181413329.6,17342711470381.2,76672426984737.8,27233.861628046827,-8.10260064125401
571,Spain,2021,2.768249271,1461240000000.0,20.31657485,2.556112365,47443821.0,67.45492014,27.26739163,14.87752879,66.52458894,4045076564756.04,29687391833813.996,98567827505373.6,39844203345421.195,21739640169099.598,97208390342685.6,30799.374274681628,13.293740017677425
572,Spain,2022,2.309575584,1446500000000.0,20.93090638,4.71187421,47786102.0,67.9399605,25.07459485,15.49617837,78.62756246,3340801082256.0,30276556078670.0,98275152863250.0,36270401450525.0,22415222012205.0,113734769098389.98,30270.30746303601,-1.0087323095453127
573,Spain,2023,2.499726361,1620090000000.0,20.11641007,6.23528007,48347910.0,68.66291937,19.4300784,14.9927519,72.19172889,4049781680192.49,32590394790306.3,111240109042143.3,31478475715056.0,24289607425671.0,116957098057400.1,33508.99759679374,12.000691323885238
574,Spain,2024,2.539037099,1722750000000.0,19.50237084,2.982992079,48807137.0,69.05349055,16.03451951,,70.30504006,4374126162302.2505,33597709364610.0,118961900845012.52,27623468485852.5,,121118007763365.0,35297.09189867048,6.3366849989815455
575,Sweden,2000,1.784796516,262905000000.0,25.99919462,1.571937327,8872109.0,61.11138788,144.181425,29.85100403,81.47161023,469231928038.98004,6835318261571.101,16066489430591.4,37906017539625.0,7847978214507.149,21419293687518.15,29632.751355962828,-84.73922507618633
576,Sweden,2001,1.791760536,242499000000.0,25.68018432,2.58976944,8895960.0,61.37993508,123.661562,27.88091979,80.56870032,434500138219.464,6227419017415.68,14884572876964.92,29987805123438.0,6761095168155.21,19537829258899.68,27259.452605452363,-7.761739031208991
577,Sweden,2002,1.751989002,267373000000.0,25.45581021,1.623471903,8924958.0,61.50748183,69.40374697,26.71068789,77.08490417,468434555431.746,6806196343278.33,16445439939332.592,18556688038609.81,7141716753212.97,20610422082645.41,29957.900081994783,10.257361886028393
578,Sweden,2003,1.711542398,334074000000.0,24.89480544,1.847856276,8958229.0,62.09519946,59.39898633,26.9156663,75.32781797,571781815069.452,8316707232562.56,20744391664400.043,19843656959208.418,8991824303506.201,25165065460509.78,37292.41572190217,24.946797170993328
579,Sweden,2004,1.680609229,384547000000.0,24.74661173,0.414635282,8993531.0,62.42825988,80.56238376,27.2939587,78.73551972,646273237184.2631,9516235300936.31,24006600052074.36,30980022987756.723,10495809936208.9,30277507901766.84,42758.178072661336,15.108329292312472
580,Sweden,2005,1.160313084,391690000000.0,24.5821093,0.76445278,9029572.0,62.76841464,,28.59534269,84.16752046,454483031871.96,9628566391717.0,24585760330341.6,,11200509778246.1,32967576088977.402,43378.57874105218,1.8575102653251685
581,Sweden,2006,1.240379354,422530000000.0,24.84277537,1.746073076,9080505.0,62.57569332,,28.59836395,88.32983589,524097488445.62006,10496817877086.1,26440107698499.6,,12083666719793.5,37322005558601.7,46531.553035871904,7.873573489238939
582,Sweden,2007,1.438853482,490050000000.0,25.02473468,2.924128181,9148092.0,62.19779835,,28.57698819,89.5464307,705110148854.1,12263371229934.0,30480031081417.5,,14004153062509.5,43882228364535.0,53568.54740857438,15.97993041914183
583,Sweden,2008,1.259593106,514617000000.0,24.14566043,3.361593279,9219637.0,63.08089681,,27.63687137,92.80790144,648208025430.402,12425767333505.31,32462501873671.77,,14222403833815.291,47760523815348.48,55817.49042831079,5.013161922252829
584,Sweden,2009,1.139328508,434314000000.0,22.33499621,2.358900206,9298515.0,64.68818655,,27.37294425,81.9578894,494826321623.51196,9700401543949.94,28094985053276.7,,11888452908994.5,35595458776871.6,46707.888302594554,-15.60442037476415
585,Sweden,2010,1.361638122,492753000000.0,23.85911879,1.030259476,9378126.0,62.94381212,,27.56963124,85.09104947,670951269529.866,11756652361128.87,31015752253566.36,,13585018502403.72,41928869899490.914,52542.80012872508,13.455472308053618
586,Sweden,2011,1.411695798,570541000000.0,23.73387749,1.117300071,9449213.0,63.39804607,,26.79857538,86.39032508,805430332286.718,13541150197022.09,36171184602823.87,,15289685995880.58,49289222461468.28,60379.73744480096,15.786408200457425
587,Sweden,2012,1.252566779,549742000000.0,23.10520143,0.949517934,9519374.0,64.30176624,,26.43508733,85.29767121,688588566221.018,12701899644531.06,35349381576310.086,,14532477778968.861,46891712366327.82,57749.80581706318,-3.6454873532314025
588,Sweden,2013,1.230619549,584128000000.0,21.98489669,1.011647505,9600379.0,65.42433444,,26.59050185,81.63981336,718839335918.272,12841993733736.32,38216185627768.32,,15532256664636.799,47688100898350.086,60844.264585804376,6.254934132738632
589,Sweden,2014,1.251588485,577730000000.0,21.6085141,1.832706927,9696110.0,65.91594232,,26.7091995,83.82264677,723080215439.05,12483886850993.0,38081617356533.6,,15430705827135.0,48426857718432.1,59583.688716402765,-1.0953078777254266
590,Sweden,2015,1.302890415,501698000000.0,22.28366785,2.253432314,9799186.0,65.19166443,,27.32104605,84.15717393,653657515424.67,11179671593009.3,32706527661202.14,,13706914161192.9,42221485846333.14,51197.926031815296,-13.160472885257823
591,Sweden,2016,1.274413251,514218000000.0,21.9558674,1.652020009,9923085.0,65.24453453,,28.19905913,83.26380075,655326233102.7179,11290102222693.2,33549914056947.54,,14500463787710.34,42815745094063.5,51820.376425275004,2.495525196432924
592,Sweden,2017,1.315256888,536084000000.0,22.16370526,2.226551336,10057698.0,64.99767506,,28.3863059,85.92125042,705088173546.5919,11881607770601.84,34844213636865.043,,15217444412095.6,46061007610155.28,53300.86467102114,4.252282106032856
593,Sweden,2018,1.279241215,551312000000.0,22.18511636,2.616120211,10175214.0,64.99231892,,28.11887167,90.12969572,705261032724.0801,12230920870664.318,35831045328423.04,,15502271378131.041,49689582806784.64,54181.857993355225,2.8405996075241857
594,Sweden,2019,1.290945383,532169000000.0,22.29257389,2.420650058,10278887.0,65.11677991,,27.50079816,92.52108348,687001113525.7269,11863416754467.41,34653131647924.793,,14635072256009.04,49236852474468.12,51773.017837437066,-3.472262530109993
595,Sweden,2020,1.199666678,545148000000.0,21.81236405,1.793662906,10353442.0,65.6685809,,26.82224459,84.33078177,653995890178.344,11890966637129.4,35799095540473.195,,14622092993749.32,45972757020351.96,52653.79378181671,2.438886894952552
596,Sweden,2021,1.114920082,637187000000.0,23.0555277,2.740633329,10415811.0,64.56334965,,27.39864546,90.27798618,710412582289.334,14690682528579.898,41138927073434.555,,17458060704721.021,57523959180075.66,61174.977157323614,16.883305084123947
597,Sweden,2022,1.040201282,579896000000.0,24.02488163,5.781937157,10486941.0,63.71243933,,27.60475284,105.8550153,603208562626.672,13931932757710.48,36946588717709.68,,16007885752904.64,61384899952408.805,55296.96410039877,-8.99123805099602
598,Sweden,2023,0.992411153,585490000000.0,23.234639,6.036134219,10536632.0,65.22819903,,,106.7408783,581046805969.97,13603648788110.0,38190458250074.7,,,62495716835867.0,55567.09202712973,0.9646557313725213
599,Sweden,2024,1.147467477,610118000000.0,22.56622447,2.78772865,10569709.0,65.89633227,,,104.8109943,700090562132.286,13768059741187.46,40204538451907.86,,,63947074220327.41,57723.25425420889,4.206391227860418
600,Switzerland,2000,1.053889511,279216000000.0,25.46819598,1.367285321,7184250.0,69.07736836,227.0994653,10.03234542,97.93685621,294262813703.376,7111127808751.681,19287506484005.758,63409804303204.8,2801191358790.72,27345537243531.36,38865.01722518008,-54.23573800477941
601,Switzerland,2001,0.920924114,286583000000.0,26.24425789,0.974383301,7229854.0,68.7312208,204.6859934,8.97063263,96.03983789,263921195362.46198,7521158158889.87,19697199450526.402,58659526046552.2,2570830811003.29,27523384862029.87,39638.83641357073,2.6384591140908853
602,Switzerland,2002,0.933658142,309301000000.0,26.43397651,-0.249463727,7284753.0,68.8639747,158.66799,8.955704272,91.78185086,288781396978.742,8176055368519.51,21299696238684.7,49076167974990.0,2770008287033.872,28388218252848.863,42458.68047962642,7.927197356437743
603,Switzerland,2003,0.836991886,362075000000.0,26.00642138,1.17975919,7339001.0,69.43847197,123.9167611,8.977577186,90.33549631,303053837123.45,9416275021163.5,25141934738537.75,44867161275282.5,3250556259620.9497,32708224826443.25,49335.73384170407,17.062343801022294
604,Switzerland,2004,0.93499958,403913000000.0,25.55151011,0.296627358,7389625.0,69.70325566,10.85724446,9.020393897,95.51709446,377658485356.54004,10320587103060.43,28154051103397.58,4385382181571.98,3643454360118.961,38580596174621.98,54659.47189471726,11.555064558447835
605,Switzerland,2005,0.818619333,418285000000.0,25.82707424,0.924638173,7437115.0,69.63312131,13.54301688,9.126160728,102.2611721,342416187703.905,10803077748478.4,29126490147153.35,5664840815650.8,3817336140111.48,42774314371848.5,56242.911397766475,3.5581919868882705
606,Switzerland,2006,0.753298113,441635000000.0,26.00279319,2.150258016,7483934.0,69.47899745,18.40151943,9.194038065,106.2451548,332682812134.755,11483743570465.648,30684357038830.746,8126755033468.05,4060409000836.2754,46921578940098.0,59011.07626015943,5.582318275816722
607,Switzerland,2007,0.773162583,490741000000.0,25.93094508,2.377061372,7551117.0,69.50557666,256.6045286,9.06562377,113.3318578,379422579144.003,12725377919504.281,34109236195705.062,125926362969692.6,4448873274513.57,55616589228629.8,64989.19298959346,11.119136843773703
608,Switzerland,2008,0.783533939,567268000000.0,25.94630114,1.449928049,7647675.0,69.57191386,249.0477321,9.587141895,116.7780001,444473730508.652,14718506355085.52,39465920431534.48,141276808892902.78,5438478808492.86,66244422560726.8,74175.22318874691,15.594172893644508
609,Switzerland,2009,0.722507577,554213000000.0,24.74278723,0.457543872,7743831.0,71.0151374,139.0474974,9.348527987,109.7759848,400423091771.901,13712774339099.99,39357512343866.2,77061930676546.2,5181075741259.231,60839277863962.4,71568.32322399598,-2.3013813576651554
610,Switzerland,2010,0.662940576,598851000000.0,24.69452591,0.312736588,7824909.0,71.03967691,146.1746259,9.364008054,120.0651238,397002626878.176,14788341535729.41,42542181557230.41,87536820894840.89,5607645587145.953,71901119452753.8,76531.36924659443,8.054304031121617
611,Switzerland,2011,0.67669983,715888000000.0,25.03152647,-0.020452867,7912398.0,70.77907666,115.6474691,9.321952188,125.5562732,484441287899.04,17919769421555.36,50669891631974.08,82790635359060.8,6673473707962.943,89884229308601.61,90476.74295453793,19.543592646584873
612,Switzerland,2012,0.634586964,686420000000.0,24.60389113,0.063720244,7996861.0,71.48716652,86.2427215,9.169074742,126.4538605,435593183828.88,16888602949454.602,49070220842658.4,59198728892030.0,6293836284403.64,86800458924410.0,85836.17997111617,-4.116286346467602
613,Switzerland,2013,0.662533714,706235000000.0,24.70221273,-0.086842591,8089346.0,71.38735209,99.05837179,9.256214099,133.6937084,467904497506.79004,17445567207371.549,50416246603281.15,69958489201110.65,6537062364207.265,94419176151874.0,87304.33832351837,2.886716587512028
614,Switzerland,2014,0.708877666,726538000000.0,24.32391504,-0.65312379,8188649.0,71.74878413,101.0350267,9.087339518,120.2134232,515026561700.308,17672248585331.52,52128218124241.945,73405786228564.61,6602297478728.685,87339620064881.6,88725.01434607833,2.8748221201158275
615,Switzerland,2015,0.626446261,694118000000.0,24.20112582,-1.26505685,8282396.0,72.03171257,137.6162315,9.556179017,117.1384824,434827625792.798,16798437051926.762,49998508265663.26,95521903376317.0,6633115866922.006,81307929126523.2,83806.42509727861,-4.462257996140606
616,Switzerland,2016,0.658010472,687895000000.0,24.08997921,-0.583291614,8373338.0,72.25789171,121.710067,9.404603141,123.5659245,452642113636.43994,16571376248662.95,49705842417850.445,83723746538965.0,6469379477678.195,85000381633927.5,82153.01950070569,-0.8965334424406279
617,Switzerland,2017,0.631333509,695201000000.0,24.21769429,-0.367869167,8451840.0,72.09011649,136.4119636,10.06163528,123.6218074,438903686790.30896,16836165288102.291,50117121073964.49,94833733506683.61,6994858908291.28,85942004126287.39,82254.39667575345,1.06208069545497
618,Switzerland,2018,0.643750702,725569000000.0,24.42395718,0.76428905,8514329.0,72.06351529,129.3256086,9.691023945,124.4285043,467085553099.438,17721266187135.418,52287052725450.01,93834652506293.4,7031506552749.705,90281465436446.7,85217.40233434719,4.368233072161853
619,Switzerland,2019,0.647745527,721369000000.0,24.72115913,-0.103895024,8575280.0,71.86188459,133.8709342,9.907169187,124.1276122,467263543066.463,17833077840448.97,51838935824803.71,96570341932919.8,7146724729257.002,89541811485101.8,84121.91788489705,-0.5788560426368772
620,Switzerland,2020,0.705477633,741999000000.0,24.82791568,-0.69918771,8638167.0,71.75040688,176.2404052,9.34487115,121.7859781,523463698208.367,18422288606644.32,53238730154553.12,130770204417994.8,6933885048428.85,90365073964221.89,85897.7373324688,2.8598401095694337
621,Switzerland,2021,0.627567424,815309000000.0,25.63559372,1.321501347,8704546.0,70.93253951,104.7044192,10.07014819,130.0162613,511661368894.016,20900930280259.48,57831937855358.586,85366455313532.8,8210282450640.71,106003427984241.7,93664.73564502962,9.880067223810274
622,Switzerland,2022,0.616379799,828509000000.0,24.54338166,3.040052218,8777088.0,72.17135038,104.42673,8.989933324,138.5006988,510676210889.691,20334412595744.94,59794613331983.42,86518485645570.0,7448240668333.917,114749075462089.2,94394.5190022021,1.619018065543254
623,Switzerland,2023,0.624912461,894425000000.0,24.67083064,0.896277329,8888093.0,72.16327805,85.9980181,9.003557818,135.3200022,558937327929.9249,22066207695182.0,64544639969871.25,76918777339092.5,8053007201364.65,121033592967735.0,100631.82282183591,7.955978752192183
624,Switzerland,2024,0.628699475,936564000000.0,24.72471925,1.288744645,9034102.0,72.02981662,76.80721209,,134.0951485,588817295103.9,23156281959657.0,67460533172893.69,71934869783858.75,,125588688659754.0,103669.85008581927,4.711294966039636
625,Turkiye,2000,10.03285265,274295000000.0,26.79741217,49.36077624,65425961.0,52.75892673,60.50721596,,42.35443704,2751961317631.75,7350396171170.15,14471509807405.35,16596826801748.201,,11617610307886.8,4192.448927116256,-70.71262615261745
626,Turkiye,2001,8.788037969,201753000000.0,25.50362309,52.97976068,66245128.0,54.97180342,32.55453435,,49.87147514,1773013024359.657,5145432469276.7705,11090726255395.26,6567974968715.55,,10061719723920.42,3045.552270651511,-26.446708835377976
627,Turkiye,2002,10.19075856,240249000000.0,24.59171985,37.57482083,67048795.0,53.57491483,28.2920094,,47.98239405,2448319553281.4404,5908136102242.65,12871319712992.67,6797126966340.601,,11527722188118.451,3583.196387049163,19.08075716346225
628,Turkiye,2003,9.795149778,314596000000.0,24.79368756,23.28928099,67831730.0,53.14241546,31.19172954,,46.22509763,3081514939559.6885,7799994931625.76,16718391334054.16,9812793346365.84,,14542230814007.48,4637.888492597785,30.945810388388708
629,Turkiye,2004,9.327422758,408865000000.0,25.10695716,12.42751108,68592617.0,53.08132896,35.84595057,,48.82583815,3813656705949.6704,10265356039223.4,21703097565230.4,14656154579803.049,,19963176315199.75,5960.772716982063,29.965098094063492
630,Turkiye,2005,9.165340552,506315000000.0,25.23728328,7.085416129,69329557.0,53.04473717,39.44724161,,46.14235705,4640549401585.88,12778015083913.2,26857346100228.547,19972730135767.15,,23362567509770.75,7303.017961011925,23.834272926271517
631,Turkiye,2006,8.094881288,557076000000.0,26.03384574,9.376206364,70045349.0,53.43365391,40.65335894,,48.76287107,4509464088393.888,14502830649456.24,29766606185567.156,22647010584859.438,,27164625164191.32,7953.0762278020775,10.02557696295785
632,Turkiye,2007,7.457027437,681321000000.0,26.37394825,6.199758203,70158112.0,54.88113943,47.67233224,,47.85081675,5080629390404.277,17969124795638.25,37391672797587.03,32480161074089.043,,32601766318926.75,9711.22198955411,22.30306098270254
633,Turkiye,2008,7.424668469,770449000000.0,26.14778198,12.04615359,71051678.0,55.54316449,28.71514427,17.50228731,50.5482539,5720328397272.581,20145532478709.02,42793175538156.016,22123554187677.23,13484619755702.19,38944851669001.1,10843.501824123,13.081645802786056
634,Turkiye,2009,8.0719888,649289000000.0,24.0238464,5.446449103,72039206.0,57.16167935,48.16339621,18.07393495,46.78706695,5241053535963.2,15598419205209.6,37114449623482.15,31271963361794.69,11735207149750.55,30378327912898.55,9012.994951665625,-15.725894900246484
635,Turkiye,2010,8.966928134,776967000000.0,24.49015183,7.009283603,73142150.0,54.54431705,51.900283,18.85902049,46.69446523,6967007251489.578,19028039796899.61,42379134385387.34,40324807181661.0,14652836573053.83,36280058566357.41,10622.6984030412,19.664278926641288
636,Turkiye,2011,8.173956265,838785000000.0,26.83751694,8.200847093,74223629.0,53.04618194,43.04748002,18.57091787,53.30417564,6856191905738.024,22510906646517.9,44494341718542.9,36107580528575.7,15577007345587.95,44710742964197.4,11300.78131857444,7.956322469294053
637,Turkiye,2012,7.694877592,880556000000.0,26.64934736,7.422673287,75175827.0,54.00469923,40.76134586,18.10718164,52.83080266,6775770632901.152,23466242713932.16,47554161935171.88,35892647665098.16,15944387436191.84,46520480267078.96,11713.286506312726,4.979941224509266
638,Turkiye,2013,6.676108123,957799000000.0,27.67999217,6.280109697,76147624.0,53.33806206,39.07404613,18.3638081,52.5272988,6394369684101.276,26511868820433.83,51087142503005.94,37425082309267.87,17588837034371.9,50310594263341.195,12578.186287204444,8.772071282235316
639,Turkiye,2014,6.557235473,938935000000.0,28.11666119,7.389518638,77181884.0,53.82791995,39.37927906,17.94581705,53.76630117,6156817888841.256,26399717274432.65,50540918018253.25,36974583384201.1,16849955731841.748,50483061989053.945,12165.225197146005,-1.969515524656007
640,Turkiye,2015,6.868375345,864314000000.0,27.83434929,7.84491693,78218479.0,53.47559787,40.45807272,18.18078068,51.0885436,5936432967938.33,24057617772237.06,46219707897411.18,34968478664914.08,15713903272653.521,44156543473090.4,11049.997533191614,-7.94740850005592
641,Turkiye,2016,6.142292064,869683000000.0,28.08295977,8.130478078,79277962.0,53.98635119,32.40350828,18.26558723,48.32818623,5341846989095.712,24423272701652.91,46951011861972.77,28180780291475.24,15885270698948.092,42030201985065.09,10970.0473884533,0.6211862818373826
642,Turkiye,2017,6.038629796,858988000000.0,29.13172126,10.98242167,80312698.0,53.5364676,43.92416512,17.71815774,55.76216875,5187110531206.448,25023798981684.88,45987183230788.805,37730330748098.555,15219684880767.12,47899033810225.0,10695.544059545851,-1.229758429220762
643,Turkiye,2018,5.791620732,778972000000.0,29.43859753,16.51227651,81407204.0,54.4225981,47.4741568,17.27007462,62.61421854,4511510384847.504,22931843195139.16,42393680087153.2,36981038870809.6,13452904566890.639,48774723044540.88,9568.833736139617,-9.315147592283013
644,Turkiye,2019,6.401760955,761006000000.0,27.33170283,13.8677569,82579440.0,56.31103719,45.67945568,16.52438584,63.1932929,4871778497320.73,20799589843846.98,42853037167813.14,34762339849214.08,12575156770555.041,48090475056657.4,9215.44151909967,-2.3063730146911543
645,Turkiye,2020,6.669941325,720338000000.0,28.02576653,14.78934159,83384680.0,54.20113526,120.5820474,17.66372303,61.34375577,4804612194167.85,20188024610687.14,39043137370917.88,86859830860021.19,12723850919984.14,44188238343850.26,8638.733158177258,-5.34397889109941
646,Turkiye,2021,5.533753293,819865000000.0,31.13280073,28.97300048,84147318.0,52.75486231,65.644143,17.86363737,71.08244396,4536930643565.445,25524693670501.45,43251865187788.15,53819335300695.0,14645771052355.049,58278007917265.41,9743.210116334309,13.81670826750776
647,Turkiye,2022,6.476925813,907118000000.0,31.29376746,96.03619867,84979913.0,51.73761549,98.58476642,16.09207149,81.17012969,5875335989636.935,28387139750780.28,46932122288057.82,89428016145377.55,14597407705865.818,73630885704133.42,10674.499043085629,10.642361852256155
648,Turkiye,2023,6.159480502,1118250000000.0,28.37765336,68.23393416,85325965.0,54.1296559,97.50400495,18.53540687,66.27660471,6887839071361.5,31733310869820.0,60530487710175.0,109033853535337.5,20727218732377.5,74113813216957.5,13105.62382740119,23.275031473303365
649,Turkiye,2024,5.592550667,1323250000000.0,25.94263576,58.48491318,85518661.0,56.82364291,72.48714489,,55.82178445,7400342670107.75,34328592769420.004,75191885480657.5,95918614475692.5,,73866176273462.5,15473.231041351313,18.332215515314097
650,United Arab Emirates,2000,2.262650093,104337000000.0,48.51701163,11.45953579,3493575.0,49.22033828,,,,236078122753.341,5062119442439.31,5135502435120.36,,,,29865.395762220647,-92.1150954090308
651,United Arab Emirates,2001,2.238200162,103312000000.0,49.67634129,-2.349307678,3723590.0,48.08545855,,,89.86457993,231232935136.544,5132162171352.48,4967804893717.6,,,9284089481728.16,27745.267336092318,-0.982393590001629
652,United Arab Emirates,2002,2.203322589,109816000000.0,47.54574758,3.770839548,3956826.0,50.25092983,,,93.07165881,241960073433.624,5221283816245.279,5518356110211.279,,,10220757283878.96,27753.558028581494,6.295493263125285
653,United Arab Emirates,2003,1.927683933,124346000000.0,49.12101292,4.072406797,4192457.0,48.95130315,,,102.3001695,239699786332.818,6108001472550.319,6086898741489.9,,,12720616876647.0,29659.45744941451,13.231223136883518
654,United Arab Emirates,2004,1.665361909,147824000000.0,51.67834808,8.501422059,4428967.0,46.65629001,,,116.6226125,246180458836.016,7639300126577.92,6896919414438.24,,,17239621070200.0,33376.63161635659,18.881186367072523
655,United Arab Emirates,2005,1.395409874,180617000000.0,55.6434763,16.52630693,4664790.0,42.96086491,,,119.5528716,252034745212.258,10050157758877.1,7759462537449.47,,,21593281009777.2,38719.21351229101,22.183813183244936
656,United Arab Emirates,2006,1.094244002,222117000000.0,57.90311172,11.96214929,5009100.0,41.00264428,9.088773772,,119.4706696,243050194992.23398,12861265465911.24,9107384339540.76,2018771163915.324,,26536466719543.2,44342.6962927472,22.97679620412254
657,United Arab Emirates,2007,0.976671168,257916000000.0,54.84022859,12.53396067,5624635.0,44.18310024,18.45719357,,136.7981529,251899120965.888,14144172397018.441,11395528481499.84,4760405536800.12,,35282432403356.4,45854.70879443733,16.117181485433353
658,United Arab Emirates,2008,0.827305464,315475000000.0,58.01797844,18.53335308,6302664.0,41.15471609,22.54868489,,148.513544,260994191255.40002,18303221748359.0,12983284058492.75,7113546365672.75,,46852310293400.0,50054.23103627292,22.316955908125124
659,United Arab Emirates,2009,1.036886889,253547000000.0,52.044956,-15.18297989,6707058.0,46.91815711,25.95277676,,153.4619444,262899560045.28302,13195842458932.0,11895957980769.17,6580248689167.72,,38909815616786.8,37803.01288582863,-19.630081622949525
660,United Arab Emirates,2010,0.735025772,300189000000.0,51.67845948,16.52788636,6869838.0,47.58651475,9.233404667,,138.8920969,220646651470.908,15513305072841.72,14284948276287.75,2771766513582.063,,41693879676314.1,43696.66358944709,18.395800384149673
661,United Arab Emirates,2011,0.651421594,360833000000.0,57.07712068,13.16721937,7104538.0,42.27145773,4.158261808,0.312357811,147.392662,235054408027.802,20595308686326.44,15252936907089.09,1500438082966.064,112709006016.56299,53184136407446.0,50789.087200321825,20.201939444816432
662,United Arab Emirates,2012,0.627943992,384610000000.0,56.56806174,4.679725126,7391448.0,42.80399426,4.667539624,0.354309303,159.9704706,241513538763.12,21756642225821.4,16462844232338.602,1795182414786.64,136270901026.83,61526242697466.0,52034.45928321487,6.589474909445636
